ID,Gender,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1657,F,40,15,175,92646,2,3.3,1,0,0,0,0,1,0
1658,F ,31,5,28,94538,3,1,1,0,0,0,0,1,0
1659,M,50,25,14,92037,4,0.8,1,0,0,0,0,1,0
1660,M,33,7,139,95828,1,4,3,106,1,0,1,1,1
1661,M,37,11,34,95747,3,0.9,1,0,0,0,0,1,0
1662,F,38,14,64,92093,1,1.5,3,0,0,0,0,0,1
1663,F,63,38,84,94607,4,0.1,2,0,0,0,0,0,0
1664,F ,57,32,42,95070,3,0.5,2,0,0,1,0,1,0
1665,M,61,35,63,91605,1,1.6,1,0,0,0,0,1,0
1666,M,37,12,100,92735,3,1.2,3,341,0,0,0,1,1
1667,M,51,25,190,95138,2,4.2,2,0,1,0,0,1,0
1668,F,44,20,22,90024,1,1,1,91,0,0,0,0,0
1669,F,63,37,20,90066,1,0.8,2,0,0,1,0,0,1
1670,F ,43,18,21,95037,2,1.4,2,0,0,0,0,1,1
1671,M,38,14,25,95135,4,0.4,2,101,0,0,0,1,0
1672,M,34,9,20,92648,4,1.1,3,0,0,0,0,1,0
1673,M,48,23,173,94546,3,0.2,1,0,1,0,1,1,1
1674,F,29,5,81,94115,2,2.5,1,0,0,0,0,0,1
1675,F,37,11,139,95814,2,0.8,2,421,1,0,0,1,0
1676,F ,60,35,119,90266,2,3.9,1,0,0,1,0,1,0
1677,M,46,20,74,92821,4,2.6,3,104,0,0,0,1,0
1678,M,34,10,42,92173,1,1.5,2,131,0,0,0,0,0
1679,M,56,30,73,94035,2,1.1,1,0,0,0,0,0,0
1680,F,57,31,114,94590,4,5.2,1,0,1,1,1,1,0
1681,F,62,36,44,92093,2,1,3,0,0,0,0,0,0
1682,F ,32,8,141,90005,2,4.33,1,0,0,0,0,0,0
1683,M,51,26,14,92182,2,0,1,103,0,0,0,1,0
1684,M,55,29,33,92660,2,0.4,3,0,0,0,0,0,0
1685,M,60,34,83,94028,2,2,1,249,0,0,0,0,0
1686,F,40,16,89,90011,4,0.8,1,155,0,0,0,1,0
1687,F,62,38,39,96003,4,2.2,1,0,0,1,0,1,0
1688,F ,63,39,83,90025,3,2,3,0,0,0,0,1,1
1689,M,60,34,108,92152,2,2,1,359,0,0,0,1,0
1690,M,59,34,21,92028,3,1.3,2,0,0,0,0,1,1
1691,M,26,1,102,95521,1,1.9,1,0,0,0,0,0,0
1692,F,56,32,48,94117,1,1.6,3,0,0,0,0,0,1
1693,F,58,32,32,93014,3,1.4,1,0,0,0,0,1,0
1694,F ,57,31,43,95616,1,0.2,1,0,0,0,0,0,0
1695,M,48,23,35,94025,4,0.4,2,118,0,0,0,0,0
1696,M,30,6,184,91911,1,6,1,0,0,0,0,1,0
1697,M,45,21,140,91024,2,7.6,1,132,0,0,0,0,0
1698,F,64,38,32,90065,3,0.7,2,0,0,0,0,1,1
1699,F,44,20,149,92121,1,1.7,1,0,0,0,0,1,0
1700,F ,51,25,15,94720,4,0.6,3,0,0,0,0,0,1
1701,M,43,16,71,90089,3,2.33,2,0,0,0,0,0,0
1702,M,29,3,108,94304,4,1.8,2,0,0,0,0,0,0
1703,M,56,30,122,93555,2,0.5,1,0,0,0,0,0,1
1704,F,65,41,40,94542,3,0.1,3,0,0,0,0,1,0
1705,F,46,22,198,95521,2,6.67,1,0,0,0,0,0,1
1706,F ,48,24,79,90245,4,1.4,2,0,0,1,0,0,1
1707,M,56,31,84,92672,1,0.1,3,0,0,0,0,1,0
1708,M,61,37,31,92374,3,0.4,2,0,0,0,0,0,1
1709,M,46,20,12,90250,4,0.6,3,0,0,0,0,0,1
1710,F,58,34,88,93555,2,1.6,1,0,0,0,0,1,1
1711,F,31,5,29,95405,2,0.3,2,131,0,0,0,1,1
1712,F ,27,3,201,95819,1,6.33,1,158,0,0,0,1,0
1713,M,44,20,20,92780,1,1.4,3,0,0,0,0,0,0
1714,M,44,20,15,90405,1,1,1,0,0,0,0,1,0
1715,M,51,27,155,94720,2,0.4,1,107,0,0,0,0,1
1716,F,39,13,25,95370,3,0.2,2,0,0,0,0,1,0
1717,F,32,8,200,91330,2,6.5,1,565,0,0,0,1,0
1718,F ,33,7,101,93727,1,2.7,2,233,0,0,0,0,0
1719,M,40,16,19,92028,4,0.4,2,0,0,0,0,1,1
1720,M,36,12,188,91304,2,6.5,1,0,0,0,0,1,1
1721,M,52,28,8,95060,1,0.3,1,0,0,0,0,1,0
1722,F,54,29,59,92867,2,2.3,3,152,0,0,0,1,0
1723,F,26,2,72,92647,4,2.6,1,0,0,1,1,1,0
1724,F ,39,15,55,95821,1,1.5,3,0,0,0,0,1,0
1725,M,46,19,24,90025,3,0.67,2,0,0,0,0,1,0
1726,M,57,32,19,95348,1,1.3,1,0,0,0,0,1,0
1727,M,59,33,71,91335,2,2.3,3,150,0,0,0,1,1
1728,F,52,26,54,90049,2,1.5,2,0,0,0,0,0,1
1729,F,52,26,28,95405,1,0.3,3,0,0,0,0,1,0
1730,F ,50,20,25,91320,4,0.4,3,0,0,0,0,1,0
1731,M,41,17,51,94402,2,0.6,3,0,0,0,0,0,1
1732,M,43,19,125,92122,3,2.4,1,0,1,0,0,1,0
1733,M,25,0,88,94566,2,1.8,2,319,0,0,0,1,1
1734,F,40,16,125,95125,2,2.2,1,0,0,0,0,1,0
1735,F,35,10,79,94720,4,2.1,3,182,0,0,0,1,0
1736,F ,60,36,31,95051,3,0.4,2,0,0,0,0,1,1
1737,M,57,31,131,95133,2,2.7,1,394,0,0,0,0,1
1738,M,44,19,70,92399,1,0.2,2,230,0,1,0,0,0
1739,M,61,36,38,91129,3,0.9,3,82,0,0,0,1,1
1740,F,33,7,83,95211,1,2.5,1,0,0,1,1,1,1
1741,F,45,20,59,95008,1,2.4,1,0,0,1,1,1,0
1742,F ,45,21,121,94066,1,4.7,1,0,0,0,0,0,0
1743,M,64,38,42,95929,2,0.7,3,137,0,0,0,1,0
1744,M,50,24,32,94701,4,1.8,1,109,0,0,0,1,0
1745,M,28,3,29,91105,4,0.8,1,135,0,0,0,1,0
1746,F,37,12,40,90065,2,1.1,2,0,0,1,0,0,1
1747,F,62,36,25,90740,3,0.3,3,0,0,0,0,1,1
1748,F ,29,5,21,90717,4,0.4,2,89,0,0,0,0,1
1749,M,49,23,79,95819,3,0.7,2,151,0,0,0,1,0
1750,M,46,22,52,95814,2,2.1,3,221,0,0,0,0,0
1751,M,60,34,61,95521,4,1.7,2,229,0,0,0,0,0
1752,F,55,31,25,94720,2,0.2,1,0,0,0,0,0,0
1753,F,33,8,155,92717,1,7.4,3,0,1,0,0,0,0
1754,F ,53,29,25,92008,2,0.4,1,0,0,0,0,1,0
1755,M,50,24,80,95616,4,4.9,1,0,0,0,0,1,0
1756,M,28,3,55,92647,4,1.7,2,0,0,0,0,1,1
1757,M,42,17,23,95053,2,0,3,0,0,0,0,0,0
1758,F,33,9,60,90630,1,1.2,1,0,0,0,0,1,1
1759,F,40,14,54,96003,2,0.7,1,0,0,0,0,0,0
1760,F ,31,6,44,94720,4,0.8,1,0,0,0,0,0,0
1761,M,41,16,33,94309,4,0,2,0,0,0,0,1,0
1762,M,52,27,45,94720,2,2,2,121,0,0,0,0,1
1763,M,65,35,55,94526,4,1.67,3,89,0,0,0,1,1
1764,F,48,24,134,94105,1,5,1,0,0,0,0,0,1
1765,F,45,21,44,94596,3,0.6,2,0,0,0,0,1,0
1766,F ,26,0,149,95051,2,7.2,1,154,0,0,0,0,0
1767,M,64,38,22,92697,2,0.2,3,0,0,1,0,0,0
1768,M,41,14,74,92691,3,2.33,2,0,0,0,0,1,0
1769,M,43,18,128,92093,4,5.3,1,84,1,0,0,0,0
1770,F,60,36,62,94061,4,2.2,1,0,0,0,0,0,0
1771,F,62,37,9,91320,1,0.1,1,94,0,0,0,0,0
1772,F ,46,21,9,95023,2,0.7,3,0,0,0,0,1,0
1773,M,36,11,15,94720,2,0.3,2,119,0,0,0,0,0
1774,M,31,5,28,92037,4,0.8,1,0,0,0,0,0,0
1775,M,43,18,83,93109,3,0.5,3,0,0,0,0,0,1
1776,F,46,22,73,91360,1,0.8,3,117,0,0,0,0,0
1777,F,50,26,42,94080,4,1.1,2,151,0,0,0,1,0
1778,F ,52,27,34,93117,2,0.7,2,114,0,0,0,1,1
1779,M,27,3,32,94710,3,1,2,0,0,0,0,0,0
1780,M,34,9,68,94720,1,2.8,1,0,0,0,0,1,0
1781,M,49,24,82,95051,1,2.9,1,267,0,0,0,1,0
1782,F,52,26,19,90650,2,0.7,2,0,0,0,0,0,1
1783,F,37,11,60,95825,2,2.8,1,181,0,0,0,0,1
1784,F ,53,27,192,94720,1,1.7,1,601,0,0,0,1,0
1785,M,54,29,119,91355,3,2,1,0,1,1,1,0,0
1786,M,29,3,190,94080,2,4.5,1,0,0,0,0,1,0
1787,M,35,11,34,93117,1,1.5,2,0,0,0,0,0,0
1788,F,32,6,44,94608,4,0.2,1,0,0,1,1,1,1
1789,F,38,13,23,91116,4,0.2,3,0,0,0,0,1,0
1790,F ,44,20,171,91330,4,0.7,1,567,1,0,1,1,1
1791,M,44,20,43,92124,1,0.3,3,0,0,1,0,0,1
1792,M,48,22,139,94309,1,0,1,0,0,0,1,1,1
1793,M,46,20,118,93009,1,5.7,1,0,0,0,1,1,1
1794,F,35,9,113,94596,3,0.8,3,0,1,0,0,1,0
1795,F,56,32,98,91355,3,3.9,3,0,1,0,0,0,0
1796,F ,49,24,70,90024,1,2.9,1,0,0,0,0,0,1
1797,M,57,32,42,92831,2,2.1,3,0,0,0,0,1,0
1798,M,35,10,143,91365,1,8.6,1,0,0,0,0,1,1
1799,M,44,20,185,94086,3,2.7,1,0,1,0,0,1,0
1800,F,38,14,28,95821,4,0.4,2,100,0,0,0,1,0
1801,F,57,33,45,94080,3,1.5,1,181,0,1,1,1,1
1802,F ,35,10,78,92121,1,2.6,2,0,0,0,0,0,0
1803,M,29,3,121,92806,2,1.3,1,0,0,0,0,0,0
1804,M,58,32,59,94542,1,1.6,1,0,0,0,0,1,0
1805,M,40,16,64,92661,4,2.67,1,0,0,1,0,1,0
1806,F,51,26,15,92373,2,0,1,114,0,0,0,1,0
1807,F,61,36,10,90740,1,0.1,1,0,0,0,0,0,0
1808,F ,46,20,61,90036,2,0.4,3,0,0,0,0,0,0
1809,M,55,31,50,93010,4,1.5,1,0,0,0,0,1,0
1810,M,35,10,79,95045,4,2.1,3,0,0,1,0,1,0
1811,M,60,34,35,90025,1,0.2,1,0,0,0,0,1,0
1812,F,28,3,11,94534,4,0.5,3,0,0,0,0,0,0
1813,F,43,19,128,95054,1,4.7,1,0,0,0,0,1,0
1814,F ,61,36,55,90033,3,0.9,3,0,0,0,0,1,1
1815,M,48,22,79,95747,3,0.7,2,0,0,0,0,1,0
1816,M,65,39,18,94923,2,0.4,1,0,0,1,1,1,1
1817,M,45,19,91,92373,2,1.7,2,0,0,1,0,1,0
1818,F,36,11,9,94604,4,0.2,3,0,0,0,0,0,1
1819,F,45,20,62,95818,2,2.2,3,0,0,0,0,1,0
1820,F ,60,34,59,94110,1,1.6,1,231,0,0,0,1,0
1821,M,47,22,25,90404,1,0.1,1,148,0,0,0,1,0
1822,M,32,7,54,96008,4,1.3,1,0,0,1,0,1,0
1823,M,48,23,112,93014,1,5.1,2,86,1,1,1,1,0
1824,F,33,8,125,91320,1,0,1,0,0,0,0,1,1
1825,F,49,23,194,94022,4,8.3,2,0,1,0,0,0,1
1826,F ,56,32,161,94720,1,5.8,3,0,1,1,0,0,0
1827,M,59,33,35,91105,1,0.2,1,171,0,0,0,0,0
1828,M,56,30,113,92704,2,2.7,1,352,0,0,0,0,1
1829,M,30,4,25,92123,2,0.3,2,0,0,0,0,0,0
1830,F,59,29,45,95630,3,2,3,0,0,0,0,1,0
1831,F,38,13,119,94571,2,7.8,1,221,0,0,0,0,0
1832,F ,47,22,30,94118,4,0.4,2,115,0,0,0,1,1
1833,M,54,29,79,91330,4,3.8,2,0,0,1,0,1,0
1834,M,34,9,178,94303,1,0.8,3,0,1,0,0,0,0
1835,M,41,16,23,94143,2,0.3,2,118,0,0,0,0,0
1836,F,47,23,171,94546,2,1.4,1,284,0,0,0,1,1
1837,F,44,19,74,90041,4,1.9,3,0,0,0,0,0,0
1838,F ,43,18,103,90089,3,1,1,180,0,0,0,1,1
1839,M,31,7,99,94720,1,4,1,0,0,0,0,1,0
1840,M,28,2,43,95616,4,1.3,3,0,0,0,0,1,1
1841,M,55,25,23,93106,4,0.4,3,88,0,0,0,0,0
1842,F,42,17,91,94583,1,0.1,2,199,0,0,0,1,1
1843,F,53,29,93,95051,1,2.7,2,256,0,0,0,1,0
1844,F ,30,6,154,90230,1,6,1,0,0,0,0,0,0
1845,M,65,40,21,92717,3,0.1,3,0,0,0,0,0,1
1846,M,43,18,65,93065,2,2.2,3,0,0,0,0,1,0
1847,M,56,32,15,90089,1,0.1,2,0,0,0,0,1,0
1848,F,25,0,52,95126,3,2.6,3,159,0,0,0,0,0
1849,F,35,10,30,95032,3,1.3,1,0,0,1,1,1,1
1850,F ,50,26,42,90630,1,1.6,2,0,0,0,0,1,0
1851,M,36,10,20,90033,4,0.3,1,97,0,0,0,1,0
1852,M,34,8,60,94015,4,2.2,2,0,0,0,0,0,1
1853,M,32,6,54,94596,4,1.8,3,167,0,0,0,0,0
1854,F,51,25,60,90401,4,2.6,1,97,0,0,0,1,0
1855,F,52,25,41,95403,3,1,2,0,0,0,0,1,0
1856,F ,65,39,30,94304,3,0.7,2,0,0,0,0,1,1
1857,M,51,24,21,95014,2,1,2,0,0,0,0,1,0
1858,M,37,13,105,94066,1,0.8,2,0,0,0,0,0,1
1859,M,35,11,65,90747,3,2.8,1,240,0,0,0,1,0
1860,F,67,41,20,91741,2,0.4,1,80,0,0,0,0,0
1861,F,30,6,179,91103,3,4.9,1,142,1,0,0,1,0
1862,F ,62,38,161,90274,1,2.9,1,0,0,1,1,1,1
1863,M,42,17,82,95616,1,3.7,3,0,0,0,0,1,0
1864,M,48,22,43,94588,1,1.2,2,112,0,0,0,1,0
1865,M,61,36,61,92103,2,2.8,1,0,0,0,0,0,0
1866,F,36,6,90,91342,4,1.8,3,0,0,1,0,0,0
1867,F,48,24,90,94523,1,2.6,2,334,0,0,0,1,0
1868,F ,65,39,21,94553,2,0.4,1,0,0,0,0,0,0
1869,M,25,1,118,92833,1,5.4,1,0,0,0,0,1,1
1870,M,55,30,44,94025,2,2,2,0,0,0,0,1,0
1871,M,63,37,110,95032,1,4.1,3,0,1,0,0,0,0
1872,F,31,5,99,94065,4,1.8,2,268,0,0,0,0,0
1873,F,43,17,98,94402,3,1.1,1,0,0,0,0,0,0
1874,F ,28,4,69,94538,3,0.7,2,80,0,0,0,1,0
1875,M,37,11,82,95819,3,0.9,2,218,0,0,0,1,1
1876,M,27,3,112,90066,3,2.5,1,389,0,1,0,1,0
1877,M,62,38,123,90210,1,2.9,1,0,0,0,0,0,0
1878,F,51,24,78,90037,1,2.67,2,0,0,0,0,1,0
1879,F,56,30,59,95833,3,0.8,1,159,0,1,0,1,0
1880,F ,56,30,78,90401,3,1.7,2,0,0,0,0,0,0
1881,M,44,19,49,94720,4,1.9,3,89,0,0,0,1,0
1882,M,46,19,82,91365,3,2.67,2,0,0,0,0,0,0
1883,M,56,32,125,91330,3,0.6,1,342,1,0,1,1,1
1884,F,56,30,185,91711,1,2.9,1,0,0,0,0,0,0
1885,F,57,33,163,94132,1,7.4,1,0,0,0,0,1,0
1886,F ,31,6,19,96001,4,1.1,3,104,0,0,1,1,1
1887,M,65,41,115,94105,4,1.7,2,0,0,0,0,0,0
1888,M,31,7,81,95006,2,2,2,0,0,0,1,1,1
1889,M,36,10,93,94305,1,2.8,3,0,0,0,0,1,0
1890,F,56,30,111,93106,4,0.3,1,372,1,1,1,1,0
1891,F,52,27,184,90630,1,8.1,1,0,0,0,0,0,0
1892,F ,42,18,50,95126,4,2.2,2,0,0,0,0,0,0
1893,M,55,30,55,94110,3,1.7,1,0,0,0,0,0,1
1894,M,49,24,13,94608,1,0.4,3,101,0,1,0,0,0
1895,M,51,25,29,94303,4,0.1,1,0,0,0,0,1,1
1896,F,26,2,72,95003,4,2.6,1,0,0,0,0,1,0
1897,F,32,7,83,94304,1,2.6,2,0,0,1,0,0,1
1898,F ,54,29,98,93065,1,0.1,3,0,0,0,0,0,0
1899,M,50,24,43,95630,4,0.1,1,0,0,0,0,1,0
1900,M,59,33,34,94115,1,0.2,1,0,0,0,0,1,0
1901,M,61,36,10,91365,4,0.4,2,0,0,0,0,1,0
1902,F,43,19,201,94305,2,6.67,1,0,0,1,0,1,0
1903,F,39,14,85,94005,3,1.2,3,107,0,0,0,1,1
1904,F ,56,26,50,90095,3,1.4,3,0,0,0,0,0,0
1905,M,38,14,91,95060,2,0,1,0,0,0,0,1,0
1906,M,25,-1,112,92507,2,2,1,241,0,0,0,1,0
1907,M,42,17,98,92866,2,0.4,1,275,0,0,0,1,0
1908,F,42,18,115,93711,1,0.3,1,0,0,0,0,0,0
1909,F,50,26,22,92037,4,0.5,2,112,0,0,0,1,0
1910,F ,56,30,101,90048,3,1.7,2,0,0,0,0,0,1
1911,M,43,18,83,95616,2,3.8,3,112,0,0,0,0,0
1912,M,60,35,52,94709,3,0.5,2,0,0,0,0,0,0
1913,M,42,16,191,94304,3,4.8,2,0,1,1,1,1,0
1914,F,57,33,134,92110,4,0.9,1,198,1,0,0,1,0
1915,F,48,24,54,95616,1,1.6,2,186,0,0,0,1,0
1916,F ,37,11,69,91911,3,2.1,1,0,0,1,0,0,0
1917,M,57,32,64,95138,3,1.6,3,0,0,0,0,1,0
1918,M,62,32,53,96001,4,1.67,3,142,0,0,0,0,0
1919,M,39,9,118,93555,2,6,3,246,1,0,1,1,1
1920,F,38,13,19,92069,2,1.4,2,120,0,0,0,0,1
1921,F,54,28,31,92130,2,0.4,3,0,0,0,0,0,0
1922,F ,45,21,63,95621,1,0.8,3,245,0,0,0,1,1
1923,M,39,15,25,93023,1,1.4,3,0,0,0,0,0,0
1924,M,45,19,22,90639,1,0.2,1,0,0,0,0,1,0
1925,M,62,38,78,92009,1,1.8,3,0,0,0,0,0,0
1926,F,43,19,81,90245,1,0.3,1,218,0,0,0,1,0
1927,F,30,6,41,90095,1,2.4,2,0,0,0,0,1,0
1928,F ,35,10,62,93106,3,2.3,1,0,0,0,0,0,0
1929,M,58,34,35,94122,1,1.2,3,0,0,0,0,1,0
1930,M,44,19,30,94501,1,0.6,3,0,0,0,0,1,0
1931,M,56,29,51,94080,3,1,2,0,0,0,0,1,0
1932,F,28,2,140,92122,2,2,1,0,0,0,0,1,0
1933,F,64,39,73,90073,3,2.4,1,185,0,0,0,0,0
1934,F ,63,39,40,91311,4,1.2,2,0,0,0,0,1,0
1935,M,44,20,69,95814,1,0.8,3,0,0,0,0,1,1
1936,M,34,9,191,94086,1,4.8,3,0,1,0,1,1,1
1937,M,50,24,82,90291,3,3,2,0,0,0,0,1,0
1938,F,51,25,181,95051,1,3.3,3,589,1,1,1,1,0
1939,F,30,4,38,90245,1,1.9,3,0,0,0,0,1,0
1940,F ,55,31,23,94122,2,0.2,1,0,0,0,0,1,0
1941,M,57,33,55,92630,1,1.8,3,0,0,0,0,1,0
1942,M,43,19,58,95307,2,3.2,1,0,0,0,0,1,0
1943,M,61,36,29,90210,2,0.5,2,0,0,0,0,1,0
1944,F,49,23,39,95521,4,2.6,1,0,0,0,0,0,0
1945,F,52,28,39,90095,3,1.9,2,83,0,0,1,1,1
1946,F ,57,33,30,93106,3,1.5,1,151,0,1,0,1,0
1947,M,53,23,58,94720,4,2,3,0,0,0,0,1,1
1948,M,52,28,62,94111,1,1.8,3,231,0,0,0,1,0
1949,M,39,15,62,93955,4,2.4,1,86,0,0,0,0,0
1950,F,58,34,19,90504,1,1.2,3,0,0,0,0,0,0
1951,F,36,12,38,94109,1,1.5,2,0,0,0,0,0,0
1952,F ,45,21,84,94550,4,2,3,0,0,0,0,1,1
1953,M,30,5,78,92037,1,2.6,2,0,0,0,0,1,0
1954,M,49,25,22,90058,4,0.2,1,83,0,0,0,1,0
1955,M,44,20,81,90245,4,2,3,277,0,0,0,1,0
1956,F,43,17,32,90401,3,0.5,2,0,0,0,0,1,0
1957,F,42,18,89,94539,4,0.8,1,184,0,0,0,0,0
1958,F ,29,4,121,90028,2,3.3,1,0,0,0,0,1,0
1959,M,28,2,42,95762,1,1.5,1,0,0,0,0,1,1
1960,M,50,24,130,95833,1,1,1,0,0,0,0,0,0
1961,M,44,19,30,95616,4,0,2,0,0,0,0,1,0
1962,F,52,26,114,94304,1,4.9,1,0,0,0,0,0,0
1963,F,28,4,155,90019,1,6.33,1,0,0,0,0,0,0
1964,F ,62,38,50,94539,2,1.1,1,0,0,0,0,0,1
1965,M,34,10,34,95060,1,1.5,2,111,0,0,0,0,1
1966,M,45,20,94,90095,3,0.5,3,0,0,0,0,1,0
1967,M,52,26,114,91330,2,2.4,2,0,0,0,0,0,0
1968,F,43,18,89,94303,3,0.5,3,108,0,0,0,0,1
1969,F,54,24,49,91801,1,1.4,3,0,0,0,0,1,0
1970,F ,64,38,115,94105,1,2,1,0,0,0,0,1,1
1971,M,27,3,148,92780,1,1.5,1,397,0,0,0,1,1
1972,M,42,17,72,95616,4,1.1,2,203,0,0,0,0,1
1973,M,28,2,114,94606,4,2.1,3,0,0,0,0,1,0
1974,F,47,22,11,92192,2,0,1,78,0,0,0,0,0
1975,F,39,13,63,90095,4,0.2,3,242,0,0,0,0,0
1976,F ,29,3,113,94132,2,0.2,1,0,0,0,0,1,1
1977,M,39,13,80,95616,2,1.8,1,0,0,0,0,1,0
1978,M,41,15,54,94303,3,0.5,3,0,0,0,0,1,1
1979,M,37,11,32,94612,2,1.4,3,0,0,1,0,1,0
1980,F,41,17,11,91330,1,1,1,0,0,0,0,0,0
1981,F,45,19,141,94706,1,2.4,1,0,0,0,0,1,0
1982,F ,52,26,84,91768,3,3,2,0,0,0,0,1,0
1983,M,58,33,18,94701,3,0.1,2,110,0,0,0,1,0
1984,M,31,5,20,94720,2,0.3,1,0,0,0,0,0,0
1985,M,26,1,55,92630,4,1.7,2,175,0,0,0,1,0
1986,F,31,7,31,94920,4,0.4,2,79,0,0,0,0,0
1987,F,42,17,114,90065,2,0.4,1,0,0,0,0,0,0
1988,F ,56,31,52,94118,3,2,2,0,0,1,1,1,1
1989,M,52,28,18,91301,1,0.3,1,120,0,0,0,1,0
1990,M,59,35,55,90274,1,1.8,3,0,0,1,0,0,0
1991,M,32,8,29,92807,1,0.2,3,76,0,0,0,1,1
1992,F,46,22,30,90747,3,0.5,1,0,0,0,0,0,0
1993,F,52,28,38,94302,2,0.8,1,0,0,0,0,0,1
1994,F ,30,5,122,94545,2,3.1,1,0,0,0,0,0,0
1995,M,32,8,183,94080,1,6,1,0,0,0,0,0,0
1996,M,35,11,41,94720,1,2.4,2,0,0,0,0,0,0
1997,M,49,24,38,94305,1,1.4,3,0,0,0,0,0,0
1998,F,54,30,61,92093,1,1.8,3,0,0,0,0,1,0
1999,F,56,32,103,94111,3,4,3,0,1,0,0,0,0
2000,F ,48,22,80,93940,2,2.4,2,0,0,0,0,1,0
2001,M,28,2,22,95670,1,0.1,2,0,0,0,0,1,0
2002,M,44,17,128,94928,2,3.25,2,0,1,0,0,0,1
2003,M,30,4,142,92126,3,4.2,1,359,1,0,0,0,0
2004,F,44,20,124,90277,1,4.7,1,0,0,0,0,1,1
2005,F,30,4,44,92704,1,1.9,3,143,0,0,0,0,0
2006,F ,47,23,170,90254,2,6.5,2,0,1,0,1,1,1
2007,M,64,39,75,94720,4,0.1,2,0,0,0,1,1,1
2008,M,48,21,78,94010,3,2,2,0,0,0,0,1,1
2009,M,63,38,31,92037,1,1.1,3,125,0,0,0,1,0
2010,F,25,0,99,92735,1,1.9,1,323,0,0,0,0,0
2011,F,61,36,41,96001,2,1.5,1,0,0,0,0,0,0
2012,F ,46,21,39,92507,4,0,2,0,0,0,0,1,0
2013,M,57,31,51,93943,1,1.4,1,0,0,0,0,1,1
2014,M,40,15,52,92691,3,0.8,3,113,0,0,0,1,0
2015,M,49,19,169,95054,3,5.67,3,167,1,0,1,0,1
2016,F,30,5,141,95747,1,0.8,1,0,0,0,0,1,0
2017,F,41,17,93,92835,4,0.8,1,218,0,0,0,0,0
2018,F ,42,15,14,92064,3,1,2,0,0,1,0,0,0
2019,M,63,39,160,90089,2,2.1,1,0,0,0,0,1,1
2020,M,43,17,44,94611,1,0.2,1,0,0,1,1,1,0
2021,M,59,34,33,94303,3,0.2,1,0,0,1,0,0,0
2022,F,46,20,103,91380,4,4.8,3,0,1,0,0,1,0
2023,F,33,3,71,93561,4,1.8,3,236,0,0,0,0,0
2024,F ,55,29,55,94720,1,0.2,1,151,0,0,0,1,0
2025,M,36,12,113,94305,4,0.2,1,0,1,0,0,0,0
2026,M,47,20,79,94720,3,2,2,185,0,1,0,0,0
2027,M,59,33,80,93907,2,0.7,2,0,0,0,0,1,0
2028,F,38,12,179,94596,2,0,1,380,0,0,0,0,0
2029,F,42,17,9,91710,2,0,3,0,0,0,0,0,0
2030,F ,30,3,61,92152,4,2,2,0,0,0,0,1,0
2031,M,63,38,111,95814,2,3.9,1,207,0,1,1,1,1
2032,M,60,35,80,94608,3,0.5,1,0,0,0,0,1,0
2033,M,62,37,32,90266,3,0.2,1,0,0,1,0,0,1
2034,F,49,23,83,92126,1,0.3,1,0,0,0,0,1,1
2035,F,59,33,91,92821,4,1.9,2,329,0,0,0,0,0
2036,F ,36,10,29,93065,4,1,1,0,0,0,0,1,1
2037,M,46,19,19,94305,3,0.67,2,0,0,0,0,1,0
2038,M,35,8,52,95616,2,1,2,0,0,0,0,0,1
2039,M,50,24,150,94551,1,7.3,1,0,0,0,0,1,1
2040,F,51,25,32,91605,2,0.4,3,0,0,0,0,1,0
2041,F,41,16,91,94720,3,0.5,3,0,0,0,0,0,0
2042,F ,45,20,180,95403,3,8.5,2,535,1,0,0,0,0
2043,M,41,17,121,94102,1,0.3,1,0,0,0,0,1,0
2044,M,57,32,25,90049,2,0.2,3,0,0,0,0,1,1
2045,M,51,25,102,92677,1,0.3,1,0,0,0,0,1,0
2046,F,52,28,44,95051,4,0.9,2,107,0,0,0,1,0
2047,F,43,16,161,95134,3,8,2,0,1,0,1,1,1
2048,F ,63,38,134,90640,3,4,2,0,1,0,0,0,1
2049,M,28,4,43,94803,1,1.8,2,0,0,0,0,1,1
2050,M,43,18,94,92717,4,1.1,2,0,0,0,0,1,0
2051,M,41,15,29,94024,2,0.8,3,98,0,0,0,0,0
2052,F,34,8,38,90018,4,0.2,1,0,0,0,0,0,0
2053,F,28,3,120,94080,1,0.8,1,170,0,0,0,0,0
2054,F ,58,32,85,92110,2,2,1,161,0,1,1,1,1
2055,M,39,15,89,92126,2,1.9,1,0,0,0,0,0,0
2056,M,49,23,25,90274,1,1.4,3,0,0,0,0,1,0
2057,M,33,8,20,92691,3,1.3,1,83,0,0,0,0,1
2058,F,37,12,125,91754,2,3.9,1,0,0,0,0,1,1
2059,F,33,7,18,92093,1,0.6,3,0,0,0,0,0,0
2060,F ,28,3,173,92121,2,6.7,1,222,0,0,0,1,0
2061,M,54,29,34,92093,4,0.1,3,0,0,0,0,1,1
2062,M,63,38,159,93950,4,4.9,2,111,1,0,0,0,0
2063,M,57,31,55,92521,3,2.5,1,219,0,0,1,1,1
2064,F,56,30,32,94080,2,0.4,3,0,0,0,0,1,0
2065,F,54,29,65,94545,4,1.8,3,0,0,0,0,0,1
2066,F ,29,5,83,92354,3,1.5,1,0,0,0,0,1,1
2067,M,41,16,30,95814,2,1.4,2,0,0,0,0,0,1
